id,is_iceberg
dc52f6c1,0.8720406
b03a59f9,0.87314886
129ed4b0,0.8579285
fb611563,0.8770702
ac32e6f1,0.8779983
c05c5ab0,0.8637909
3163d5ed,0.8621053
02096ca4,0.8405517
e92496c0,0.8150172
1a9e2c50,0.904403
0864e334,0.89387375
d976faeb,0.84833765
1d7b342f,0.80450404
281bc1ea,0.898464
bea9f0cf,0.8540001
f4afa0e6,0.9042079
e1b5ef69,0.81537443
b50539fd,0.7654182
2a8c9c15,0.8223736
157ebb0c,0.88031244
247d3614,0.8829197
0c6cc0cb,0.86138445
aae88d39,0.8709701
0c77b464,0.88746953
963cf5ea,0.8824326
1b371d8b,0.8646982
225bc00f,0.9272985
bc0a4eec,0.8517955
1099782e,0.8419397
a18feadd,0.8704309
ad7f4932,0.80115294
5f8f831e,0.85855645
b5167c35,0.837143
0230b06d,0.88246137
f8d7f7ba,0.81755483
08bd1053,0.7479823
58e4dc8c,0.8906336
4793ce8e,0.8900323
304caab4,0.88712764
f2ee6d7f,0.85941947
e1f9c0e4,0.83546853
8e40401c,0.8209253
5d9eaba2,0.8485183
55e7562c,0.81532776
9da6cb4b,0.89112926
c3c1c8ec,0.7730853
3b38698e,0.824785
6c9eb909,0.84447366
482a3d1d,0.86488813
0e9918f0,0.8525059
ef894fd2,0.8166798
4b82e7f7,0.9053206
b9cdd7fb,0.9190778
94a496f4,0.81439775
995eacae,0.8657966
41b02e58,0.89477724
69f04617,0.866808
c889a03c,0.887699
91f98acf,0.8921288
9135c19f,0.88339734
1f0e9c09,0.88330936
260d6e8e,0.8642196
46334397,0.87797666
f34ddf31,0.8249374
4d6177d7,0.88229275
76a57270,0.8166671
217b8cea,0.8151114
9a45a566,0.8430329
1b55c75e,0.89038944
7bd92ec6,0.88150215
6c409f41,0.87099224
df3e48eb,0.7894387
62723e57,0.84736985
b8e627bf,0.8717139
86bb5d85,0.82683593
77e5034c,0.9177604
607079e5,0.8729611
96879fb4,0.9036242
6afe606d,0.8986388
4129802f,0.8673867
a42300ef,0.8526915
1af842f5,0.88325757
3fe57d78,0.8919949
f4e60ed5,0.8737456
68c8337b,0.8307006
914ed5b5,0.8162887
a6bb5987,0.85743904
c781c439,0.86918277
47a1a25e,0.8362027
80ea0713,0.8577632
a9d001bc,0.7769794
f94d098a,0.854796
3e230e0e,0.8155756
24afa485,0.8372385
bc37db7f,0.83377105
83f99e4d,0.88703513
1a8d86f7,0.87369394
38136419,0.8405454
d393e637,0.8391287
36902570,0.8995211
327f7b25,0.90511906
3f8543c6,0.8362677
a0d42a70,0.9006001
e07ba430,0.8461707
c6e53803,0.8504552
fec4dad8,0.86720395
933fc5ba,0.7666549
c27eda4e,0.8884547
9b94d2c2,0.88613975
a2dbdb31,0.81224895
816258dd,0.8581752
81f11218,0.8576771
c4bd9d04,0.83469766
c6ce9bf9,0.8026891
a7b3cc29,0.835236
527870bf,0.87110454
9af26068,0.87424994
0b591e70,0.88809735
2b1e57c5,0.8874337
194db786,0.891927
e09ba644,0.87960434
fa2ed3e5,0.9022405
1ba92726,0.7577396
8c8f45b4,0.88999975
f8889f44,0.75383574
598e255b,0.823177
45f1aa7a,0.83844376
022956a3,0.82974917
d406064d,0.82706946
76617947,0.84595275
d0e5dccb,0.8623396
33271da6,0.8550742
0840e2b1,0.8766782
521a9f4d,0.88133496
7286b1dc,0.8081048
5b6acc2d,0.8489358
e034cd34,0.91662645
46577660,0.8469486
bb4d6f24,0.856598
bfc7a3f2,0.8603766
abc66be8,0.87999743
3627189f,0.90171534
e49a77f6,0.8823036
a209d7ee,0.8698471
dee69cf6,0.8696276
9a6261a0,0.859377
a8e444c6,0.8087673
a6a66a28,0.8857847
db7022ff,0.86454594
0dfb45d9,0.8540071
81c983aa,0.8831239
a98fb5e1,0.8606352
99e004d7,0.8392847
d16e5fbb,0.89172626
3c352f9e,0.83301836
12202699,0.8838556
86af0236,0.8626622
f3703e6f,0.8938041
4a71dc34,0.83770007
321edcdc,0.84014773
e365a657,0.80044854
45755c9c,0.86288995
873b0829,0.8560785
72ccd009,0.8412855
205243d9,0.8818218
d9202f36,0.82633406
9d0c30b0,0.8884498
56644ace,0.8897053
c63f527f,0.8162934
bb84b9bd,0.876511
6f68caf0,0.8242561
8492119b,0.83986497
71bde48d,0.8917728
d2d6e2ba,0.89212596
6f4b309c,0.8556415
b3cc5ba3,0.844306
fee39547,0.8310536
4893137a,0.89933234
e283c4c4,0.79069364
25bac62b,0.8570927
8fd88dd6,0.88546026
b48c104e,0.8516908
221d500b,0.84659606
8f0de087,0.81898206
32342e03,0.8720385
a8da99d8,0.8585886
93203755,0.83717215
d3c88528,0.9087527
0d7a17b3,0.8124231
bd72f5ec,0.87699544
e953c0fd,0.8555707
e730b6c6,0.86299926
c086033a,0.914257
a521d303,0.855852
b023957a,0.832996
3e0f04e8,0.80747795
60647cba,0.8918382
2f5c43a8,0.84519565
b54ba69b,0.8559547
eac962ff,0.85661036
7e2a3763,0.87963736
9362d863,0.8859177
8f1b833c,0.8564258
79727ff5,0.8661564
62614c75,0.87857956
75a03adf,0.86047083
cf138392,0.86308694
bf467a96,0.8395677
c8b34651,0.8734183
105a5c54,0.8870959
bf6de75c,0.84525305
060702c8,0.8563441
921bad2c,0.9025516
e0d17eb0,0.8759677
9a3825c9,0.81537133
8eda717f,0.87389654
78906e0c,0.8949485
c60100ad,0.8948996
90a72a52,0.8442287
d80e4ed4,0.84608483
339cd0d2,0.8427526
d99de899,0.8626802
357e20d1,0.86682916
a4d190da,0.8172225
bd226217,0.8532882
476e2771,0.8633587
4e483506,0.86021113
f70ea081,0.8980329
4645e56f,0.89307475
e6d05940,0.8906134
f8b3c6af,0.90051067
c89d6aad,0.84997725
0cb57f6e,0.87569755
86a4be46,0.86013293
75e62d7e,0.94175696
ebc36374,0.8387164
0ebcb731,0.90696734
24d000c5,0.8401951
f3c9a4f6,0.863704
1bc59730,0.87319607
47ea0bff,0.85167664
cdeccfdd,0.7423933
15e09a1d,0.84351236
00652788,0.74692607
23649c84,0.8864283
91188a77,0.88171774
eaca8580,0.85364604
4ce9daeb,0.86144567
d4220673,0.8442022
b6a87aef,0.86856323
8333ebed,0.8626285
950a3453,0.80519354
7074f6c9,0.83637977
98a02caf,0.8694794
59c8d2b3,0.8890882
d99d13bd,0.8756014
de86f1cf,0.8772254
8f4b1985,0.8810356
a7779b04,0.84414226
2caeab11,0.8476088
16aeea7c,0.8010175
b9d19ab9,0.90895605
29c5d2fd,0.86243284
efcefa55,0.81201327
099161c3,0.80993927
12b49195,0.8222119
96a1ce13,0.9010575
67964b4f,0.92933553
b61c605c,0.8573375
bcfc0f16,0.8974977
bf0cb956,0.81347716
12f6aa7d,0.8693922
f36f3a0c,0.8647493
83490492,0.85105914
e3b62b60,0.8716006
20b27d66,0.8750264
25c3ce93,0.8661204
67a2ff0b,0.7952713
9b2d3c1a,0.87593967
8ad51f7d,0.8726832
14137b57,0.82526153
9ea5aa79,0.75664467
5ea1d2dd,0.77928144
979c867e,0.8740939
7ea1e1b6,0.8697855
d65520ba,0.83368254
765ad2e2,0.83643997
d2957326,0.88187957
24349e24,0.8474443
fd8a2ae3,0.84435135
b282d98e,0.89420795
3eaa7a61,0.83828044
16533dd4,0.83757395
4adb68d7,0.89271605
565005b9,0.86288416
51d86e0c,0.88857734
30635642,0.91141695
d9480a60,0.85926676
b2647128,0.8544383
20478c55,0.8535017
caa0d105,0.89179724
474f4534,0.88357806
d51e3867,0.8784738
e5d1bba7,0.8352057
e7000b2a,0.8508162
78f06b79,0.8724339
8a9f4bee,0.87873966
3d716bbe,0.8358756
6e1ddef1,0.7807418
9826f39a,0.80189836
3fdc82f7,0.8707348
31f013c3,0.799443
97a9df6d,0.86132795
10e65294,0.81511575
0bdca1a5,0.8524553
374037fa,0.7825889
1d1a0cec,0.83444875
d415c5ad,0.8310546
ced1306d,0.7733617
f43497f3,0.83076566
ffd13a9e,0.8720716
6f67148e,0.8676661
be322b68,0.80612177
af209b44,0.87346995
69b53a4a,0.8130304
4c085180,0.85573995
608cea18,0.875789
f8bebbfd,0.892959
ae16855d,0.8340146
dfc700b3,0.9223243
e3bdd9ac,0.8822107
87a8ea20,0.8517415
3c3da9aa,0.832241
76c882d6,0.8993492
9e429645,0.887398
7dc9c990,0.88958174
f38d53ef,0.8748985
e1785b6e,0.8257767
80c673fb,0.87886053
a8b8c20b,0.87343884
6a1ff150,0.8743099
2f68d4fe,0.8508832
c462ec65,0.8913567
c374d5c4,0.8504626
d20769b3,0.7862086
c467fe4d,0.8819983
1356229e,0.8373316
b1532127,0.8783924
3777ee22,0.88103896
4ba6023f,0.9002581
08504ae6,0.9042672
5e0b4cc5,0.87203676
249a0c1f,0.8887009
24b3497f,0.8437414
9edcf494,0.7856697
53297290,0.8361498
6d3a269e,0.8819179
1b0d38fc,0.81916064
02747427,0.8695301
38867253,0.8844513
c392dbd0,0.8751151
8939734c,0.89922595
097ba3af,0.89533734
30f0f835,0.84167
bdab1bcf,0.8416686
1070a984,0.87502414
c41b8a90,0.8824552
86a3b5cc,0.8936491
d0a3719e,0.85514086
b1a8067b,0.86487323
911bc6aa,0.83825886
67a2d0ac,0.8698508
11447262,0.8345251
12fd1375,0.83596694
f2898538,0.84015346
0e7355e2,0.8573679
bc2c87c8,0.8872409
94001156,0.8551815
d5855224,0.88254344
a3c1a552,0.84134924
edcf54fa,0.8510155
a28b90eb,0.86889297
63cd028f,0.85341847
dbc79657,0.8754254
bc856bf1,0.8488353
c7e25a70,0.8451985
9771b119,0.87743855
836db0d9,0.90113604
f5685d3e,0.8352506
bb04299d,0.8233532
163a9d23,0.8519519
5283c614,0.89095145
2276d5d8,0.8671141
ccb77e34,0.8494575
d4a75bf3,0.8578675
e15f46ea,0.8607783
992a45ba,0.8555048
056e7768,0.9167874
a1dc016b,0.8525398
38db82cd,0.8948095
3295f3ae,0.8241386
a6ff3660,0.84089845
5981b799,0.8518865
2636d79d,0.86344105
7a8521e2,0.86561817
9b53021d,0.7841758
0a37be18,0.87652886
a8676e55,0.88542473
3488b8fc,0.8854531
b86d4006,0.86720425
33888635,0.90104616
aa9ca5f9,0.8515958
08faf0f6,0.9101746
5320cd26,0.89150494
2c57fdaa,0.8656703
d467ce62,0.88388604
888a568e,0.8827759
88d6c838,0.8884341
8f138517,0.83913535
e1108dc0,0.76642466
9e9cd6c9,0.8816793
ab893af4,0.80011463
4d4b30ba,0.8402095
7ce15e26,0.85507697
dbc45500,0.8920515
6a0cde3f,0.8243716
2658014c,0.8518312
08d20604,0.89357054
03c83dc9,0.8778709
d741ccd1,0.87069255
992d48b6,0.8925316
b1ea3253,0.87796223
da379e69,0.8541483
73b429af,0.8697399
2aefe712,0.87730867
1e3634f9,0.89032495
069ee09e,0.8500232
a7970f81,0.88786125
23084d2e,0.8188826
ac57710a,0.89446133
02553267,0.9033605
0971c6c7,0.8228275
cdb7f1fe,0.86699265
d3af3f60,0.8297955
59daf44b,0.84333044
c2169934,0.8265045
da03b56e,0.8150067
474ea404,0.8016151
f686cdc4,0.89639
f865b354,0.79069334
106df554,0.84752566
e5637171,0.85504866
cba8985c,0.8986092
cc09c9ce,0.88421035
0b85b33f,0.87752664
92f20625,0.8770866
6b1379dd,0.8356906
ed2b1df1,0.8447191
325124e4,0.868106
7455c944,0.8620885
fd68ccc1,0.8308914
8df9100d,0.8530484
c406df9b,0.8963974
4978870c,0.8716672
383f95d6,0.81890637
aba96bbf,0.8793449
6bba66b4,0.84273076
b86fa0c9,0.80467033
a2abc369,0.8445356
0b40c014,0.831801
d45add48,0.88134617
00193999,0.8730962
c2f1b710,0.84093463
53750c72,0.8911251
3137ef1d,0.8658964
bc6b8e2a,0.88877416
7cb546c6,0.9010812
d59a2349,0.8444593
04d04b9a,0.84515417
05ac1343,0.8902776
2917895f,0.8571868
342a1d01,0.87676126
78309e4b,0.80828035
5c1a5aba,0.88620704
fae57f79,0.8353552
23821d71,0.9005123
5780b19d,0.81304806
11c67865,0.8471989
8564f114,0.8315606
ec7d0fdd,0.84551936
9a0446b8,0.75572693
5f5da69d,0.87090904
7a11839b,0.8872796
763c9bbf,0.9140543
15a7b5c5,0.88828677
e9c7e251,0.8398036
2555c207,0.87845093
ec8d9784,0.8798646
08fd9d10,0.79826415
9504ae29,0.8702592
0b91a24d,0.8402721
e62e6cfe,0.8648446
5d1291bb,0.86032224
b3c1f2e7,0.8094353
c6a8db21,0.86860937
f2c137fd,0.8664294
b61e8155,0.8382641
45b9ee35,0.8900511
8fe9c49b,0.8465318
b98ceb09,0.9055003
70c4a435,0.8661908
d953d111,0.8325656
da7de86e,0.8157368
519f8611,0.8524711
75eefdc3,0.8671006
62412092,0.8381514
de8ec010,0.8298674
ee6121f8,0.82017714
412b66e0,0.8618194
7405c131,0.8703585
efff4306,0.865828
5658d679,0.7705067
617f88fc,0.87718695
a120100b,0.8444509
0971369e,0.8897085
83f7fe7b,0.8925742
12437da1,0.88056505
8e7f96a5,0.79137737
a08237de,0.91791916
a013bd6f,0.85064894
c6fdd404,0.88895094
317e2af4,0.7875892
dd9878c0,0.83398986
42e76a51,0.8549634
022f77e3,0.81957626
cada3682,0.9053715
53074f1f,0.8320905
e6c19679,0.88338965
dfb69b8b,0.8460326
e1572941,0.81397814
8d549cd2,0.88546777
6913594d,0.8631653
6e528fd6,0.8301651
c8b037c7,0.8781864
c3b6c880,0.87815434
9684ac04,0.8782845
6d974acc,0.8639098
57b10462,0.7837595
b2373298,0.87514293
8e946e10,0.84432536
6acee7de,0.8289229
8ad7cc2f,0.8863782
8e6e087e,0.8644055
c3e46df5,0.8322204
f6983f34,0.87980324
8130a3aa,0.81546557
0f11be03,0.86878157
766073e1,0.83423465
e67f6889,0.8823409
148a0930,0.8272411
b333ff97,0.85410655
1c148a28,0.8812735
ee0b02d7,0.8530317
fa1c5f6d,0.8919651
9b12ae1f,0.8298874
3bb60b1b,0.82624626
096e7594,0.8530815
ac98996a,0.87177837
1b7b9b9d,0.800331
61b2ac6f,0.8650347
2bd414a8,0.9007256
73d12826,0.8460759
29f7ec33,0.8155058
265f8aa8,0.8724958
0d6be675,0.84889305
a00ecdf6,0.8217736
c414328a,0.797883
d47de87e,0.8423747
376f984f,0.8467493
12a35aa5,0.87244415
8ecfd739,0.8263706
2cbc30f4,0.7858119
aa4bdf31,0.83639085
69d18f51,0.8930358
50cd4394,0.8616953
bda732e1,0.8310306
8e77e385,0.87368417
49dfd51a,0.8395833
b0a3e728,0.8796662
518061ec,0.8382062
bb306c8c,0.8923418
1b2cf099,0.80236197
e7c405e4,0.8127154
1fc79c9d,0.8386132
3427cd60,0.87988645
8fc604cd,0.8864169
0981acfd,0.89305
512e9c5c,0.8383841
ae9f2426,0.85400707
a8cd44c8,0.9001654
acac91c3,0.87367773
35988937,0.8250187
2a2dd539,0.86979306
3f971e0a,0.89458835
7e09131c,0.8719551
82726c59,0.8451426
ec4c3dbd,0.879729
2a851255,0.8865084
2cebdab4,0.8735925
013b617b,0.82468724
21a8603a,0.8516988
fe2f2579,0.8293585
df069a3d,0.83874923
595f7f57,0.86031395
081bdb0a,0.8748093
6f8e7b3a,0.8452359
d1824fe1,0.91128707
3ddc6778,0.852367
57e4244d,0.8150298
18e2e176,0.72949624
7394cdbc,0.8704636
19821b41,0.8255282
12e9563c,0.88296854
b96c9ed9,0.9067737
096d9c1b,0.84293014
97454a30,0.88608813
43b6c5d3,0.8738492
2c58bcc5,0.8143807
0c71dc02,0.85025793
f7cd79b0,0.8340344
922ec513,0.84170115
561b6b2c,0.83027756
32913f04,0.8491126
77aad507,0.8938368
d62d5a9c,0.8573023
be70bb3d,0.8663559
84920252,0.8741131
b9623d93,0.8342288
ba925eca,0.88206553
181ecadf,0.8591502
6fbcc9e2,0.89678967
57d5b182,0.86126274
d3013a36,0.8658838
21cafb54,0.8457217
d1a6cc74,0.8876769
c4017d47,0.8875894
22e05854,0.907195
7eb53ec8,0.8600269
c77a806d,0.87570995
c114c951,0.88379383
71495521,0.8742863
98bb1260,0.891945
546ec108,0.8017007
78f39102,0.8812398
26b6379a,0.8363662
8cb14c23,0.8841902
75892ee1,0.82199734
3d31d65f,0.762724
30784a7a,0.8490441
efba2a23,0.8777429
9fcb2c5a,0.8908291
9910ee7e,0.83206975
dc97b587,0.8630177
7732ca72,0.84827644
c4bac1f1,0.8640822
a80ddf30,0.93519586
fe79c536,0.8382296
84e34259,0.8820003
7db3b563,0.86925066
5e946e6e,0.8940308
76881bf4,0.9080819
7c606237,0.7960881
7aa06d7d,0.8628529
0d035cbc,0.856101
0838e69f,0.82446945
f6715e39,0.89072025
499004bb,0.8700985
4cefc9ec,0.929646
ded95f0a,0.8744648
073112c9,0.8440026
96cb4df4,0.903366
0962de0b,0.88076484
cea18b7b,0.89235234
75463cb0,0.86568475
4a59c201,0.8585798
29d46646,0.879281
e6134ca4,0.88604146
445ae936,0.88401014
420d8dda,0.8874037
bae1b5b1,0.8004022
9f49327e,0.8491808
18b52f62,0.8728561
b02bb341,0.88248056
e5be8689,0.9192299
b5b85b95,0.7602198
b94f72e3,0.8583754
a79114fd,0.80607957
502ffafa,0.88061196
b8e274d7,0.823831
e37f8f63,0.8193436
c8a5c9d9,0.85497427
d574bf84,0.8313523
88bc1b71,0.8773765
3261e3ee,0.89775324
e65424cf,0.8198269
706d2090,0.92317057
94d4c49c,0.83914727
51ba3d48,0.8842897
fdd4c395,0.8437578
12eed563,0.84008026
f93627e8,0.8824284
df51a7cd,0.84059185
c84092af,0.83833975
514a25a2,0.8642269
5d421481,0.8797083
d3859efd,0.8946769
eb024725,0.87182474
0d8537a5,0.85076404
fe708ff7,0.846337
1790bbf0,0.7987357
8a30487e,0.869897
70a01d16,0.8187704
89bb7fca,0.8905715
398c1300,0.8877225
41b43c73,0.8459932
72d2839a,0.8533749
beeb98cf,0.8572175
c409f194,0.88263655
0c654278,0.8510796
fb155295,0.8856781
103d1e1d,0.9003218
6c755ff3,0.92195046
3722a062,0.8855288
90611922,0.8476184
77b432f1,0.8729673
ccf53246,0.86807275
4c52089f,0.823023
81e05676,0.8438347
732c51d0,0.849238
b60c6094,0.82119435
2e9db48a,0.8842844
68cdc732,0.78493124
e1f9dbd9,0.844945
31fd12b9,0.86098677
72bd3e45,0.84832954
84e2f1ab,0.87360036
b4b6d3d0,0.8770681
874d507a,0.8444032
44775bac,0.80384046
83dfaf91,0.84730214
a9a1cc1e,0.8499464
227de452,0.9529412
14519bcf,0.81949395
970a9821,0.8365823
e84230ac,0.8970823
550e4ebc,0.8233479
5e98d635,0.89633715
667d386b,0.85758847
503fefff,0.8377489
08bcb429,0.8425244
90c293d2,0.8751751
bbc84c36,0.84607476
3facaac6,0.81493527
e8d1bc63,0.8517787
0ba50202,0.8402587
9d947517,0.89293975
e084ed8f,0.8836498
7051b370,0.85969925
910f551e,0.81082994
8d238915,0.8393948
e7238f30,0.89346707
a658f1ba,0.8665177
0b4e7093,0.88009953
4d59af79,0.87495196
99a7b417,0.8387229
e5798365,0.7959429
078c699f,0.8692973
b2cd6017,0.86138076
89b3960f,0.83957845
104d981d,0.85839325
05e410e9,0.81627387
44556da6,0.84882087
207e5145,0.8331721
390ddfc0,0.86217016
2e82728f,0.84899545
4245d2cc,0.7556156
d43a187c,0.88605344
52b60236,0.87177014
cc22996f,0.8173446
bf08f16a,0.8382475
47dea2c3,0.8569472
22ac0bab,0.83538043
49c670ad,0.87301207
1040e727,0.875438
f39933c4,0.8475586
30474ea4,0.87567234
73978670,0.8625559
527ad437,0.8859791
78f83e41,0.87479556
12921cf8,0.8771534
b960192b,0.85444623
9dfaf61b,0.91459095
cec954d2,0.8991487
00bb437f,0.8592411
06458d98,0.89896566
37ba4455,0.81528586
2feeeaf3,0.89376974
06c83a48,0.8533587
dfe4fd55,0.80985993
0b7fb9da,0.8775391
52d1ae5f,0.853299
0ef51267,0.84763014
0d9822ce,0.8494207
bcad7099,0.8701925
a26a7454,0.80205715
93b7cc9d,0.8745471
dcd0ddc6,0.8484572
16655d5c,0.8450152
2a6150ae,0.8578212
601fa9bc,0.8700722
3644a31b,0.86598134
396254ec,0.7823871
b01bf536,0.85854095
ff13313c,0.8302308
18c308c7,0.90387547
50b69cc6,0.849981
76bd6e6a,0.8577096
74c587bb,0.83698773
11b26a63,0.8493485
bf2bc384,0.8480077
075634d5,0.8530936
7b1e388b,0.82202476
8eb02fc2,0.8701253
5b09ed4a,0.85092247
371b935e,0.847497
7a1cbaab,0.87315285
c5c72595,0.8874472
c5ea95c0,0.8947949
a5b61d35,0.8021874
2c252c46,0.87107164
7d8e52d9,0.845118
13fe65d5,0.8523219
a3d2abc6,0.9152735
9248daa9,0.8715878
605470fc,0.8539828
38717ccd,0.87243813
1144cbd0,0.89874834
6d32e09b,0.85540783
89b138f7,0.8749537
a83f69a4,0.75326383
68b7f89d,0.87243867
a0998397,0.8661083
7e20006f,0.92119217
93b12419,0.8971747
475c5a35,0.82283103
67f42c90,0.83122367
45a114e0,0.86527157
41a59ee9,0.81306934
6c2c6a39,0.84192306
9f840a7d,0.8895594
2ad5ee96,0.83072716
cb8b875e,0.88839155
2283d088,0.8856055
545f8210,0.881608
7eeed38a,0.86540073
be77b9e7,0.8493464
16ec40a3,0.84645647
b7e74bcf,0.87177163
8a36acfd,0.8796701
d2e5b493,0.8912303
bd88797b,0.89882416
78566a26,0.8835175
32449528,0.8821873
5f6ffdad,0.8542504
38bdc33c,0.86039686
f88a9ed3,0.8624901
c1fe2103,0.91911143
63f7ddd9,0.87648576
97e123d2,0.7911333
7d078228,0.8480187
6b43e60f,0.89064616
e07665a4,0.88743925
4da0c147,0.7980381
1d2474a1,0.8485037
f39a3050,0.8850393
aaeb3f89,0.82410884
daa3d1e9,0.8386933
23cad3ed,0.88867587
dc8fd92d,0.89903617
994a2787,0.72772783
5009ce8c,0.8855099
95ba90c7,0.7848464
bb176f20,0.81027967
57ccd603,0.84541667
c3767f5b,0.86351
076492b4,0.8800677
68864007,0.870064
fb124dd7,0.7807818
c59fbfc0,0.9104128
ddce9f51,0.84425145
c459dbf6,0.82991767
1a39b44e,0.82550997
a31f8519,0.8820674
29ff4d55,0.83881366
